Blood(T_helper_naive_cells)	Brain(Germinal_Matrix)	Heart(Right_Atrium)
SLC34A3	0.419	0.086	0.119
SLC35A1	9.054	9.976	14.619
SLC35A2	4.906	3.276	4.879
SLC35A3	12.225	2.305	3.331
SLC35A4	23.03	16.152	31.056
SLC35A5	2.785	6.001	6.257
SLC35B1	6.445	9.906	13.212
SLC35B2	9.826	29.802	17.721
SLC35B3	5.618	4.046	7.152
SLC35B4	7.044	4.7	2.313
SLC35C1	2.944	5.264	6.406
SLC35C2	34.442	11.37	8.244
SLC35D1	10.362	2.802	2.5
SLC35D2	8.915	1.888	7.081
SLC35D3	0.018	0.289	0.043
SLC35E1	13.046	15.511	9.66
SLC35E2	21.365	20.659	3.967
SLC35E2B	41.348	36.198	10.518
SLC35E3	3.104	3.464	3.211
SLC35E4	1.223	1.152	1.607
SLC35F1	0.071	33.741	1.542
SLC35F2	1.281	0.468	1.265
SLC35F3	0.02	0.473	0.014
SLC35F4	0.023	0.723	0.005
SLC35F5	4.262	4.345	11.348
SLC35F6	18.809	11.322	20.582
SLC35G1	1.353	0.793	1.663
SLC35G2	0.17	3.521	2.352
SLC35G3	0.046	0.008	0.012
SLC35G4	0.0	0.0	0.0
SLC35G5	0.249	0.689	0.113
SLC35G6	0.1	0.0	0.031
SLC36A1	2.842	5.439	1.262
SLC36A2	0.0	0.003	0.132
SLC36A3	0.024	0.0	0.0
SLC36A4	5.003	5.033	3.111
SLC37A1	5.863	6.23	1.22
SLC37A2	0.147	1.108	0.472
SLC37A3	5.549	4.224	2.367
SLC38A1	71.288	9.937	2.838
SLC38A10	12.985	7.907	24.632
SLC38A11	0.0	0.247	0.17
SLC38A2	40.143	21.478	55.448
SLC38A4	0.058	0.172	1.189
SLC38A5	3.815	7.842	0.914
SLC38A6	2.844	2.285	1.297
SLC38A7	6.963	6.07	11.585
SLC38A8	0.0	0.141	0.045
SLC38A9	2.919	1.61	0.879
SLC39A1	5.647	12.171	40.13
SLC39A10	13.345	11.778	2.805
SLC39A11	3.389	0.824	2.231
SLC39A12	0.0	1.334	0.057
SLC39A13	23.329	21.017	28.892
SLC39A14	1.079	1.519	41.509
SLC39A2	0.209	0.044	0.116
SLC39A3	4.041	7.192	10.55
SLC39A4	1.249	0.836	1.445
SLC39A5	0.171	0.02	0.063
SLC39A6	12.101	78.438	5.663
SLC39A7	8.982	13.146	57.283
SLC39A8	5.939	1.063	32.424
SLC39A9	11.537	9.672	5.947
SLC3A1	3.364	0.176	0.115
SLC3A2	22.489	41.561	9.585
SLC40A1	14.427	3.883	27.224
SLC41A1	15.155	9.308	140.943
SLC41A2	0.118	1.0	0.868
SLC41A3	8.348	30.658	8.259
SLC43A1	4.032	0.657	6.396
SLC43A2	2.96	13.75	2.984
SLC43A3	2.623	12.262	10.753
SLC44A1	3.037	8.395	4.568
SLC44A2	140.477	74.65	53.327
SLC44A3	0.015	1.698	1.311
SLC44A4	0.039	0.017	0.041
SLC44A5	0.0	4.224	0.363
SLC45A1	0.319	4.862	2.025
SLC45A2	0.033	0.186	0.409
SLC45A3	0.198	1.093	1.514
SLC45A4	3.58	1.14	5.45
SLC46A1	12.529	3.623	2.593
SLC46A2	0.728	0.0	0.027
SLC46A3	11.829	0.412	11.94
SLC47A1	0.068	0.614	0.537
SLC47A2	0.085	0.015	0.004
SLC48A1	3.414	5.68	13.175
SLC4A1	0.01	2.384	0.013
SLC4A10	0.345	1.691	0.005
SLC4A11	0.046	0.082	0.246
SLC4A1AP	7.611	5.708	9.115
SLC4A2	5.118	9.531	23.528
SLC4A3	0.14	35.183	210.567
SLC4A4	0.044	5.092	5.346
SLC4A5	9.9	1.27	0.616
SLC4A7	20.256	4.938	2.764
SLC4A8	0.845	5.021	0.012
SLC4A9	0.018	0.137	0.077
SLC50A1	7.497	2.58	8.673
SLC51A	2.173	0.034	0.135
SLC51B	0.0	0.107	0.122
SLC52A1	0.214	0.0	0.015
SLC52A2	5.535	11.498	8.751
SLC52A3	0.0	0.367	1.402
SLC5A1	0.0	0.005	49.43
SLC5A10	0.579	0.012	1.096
SLC5A11	0.192	0.038	0.026
SLC5A12	0.0	0.026	3.258
SLC5A2	17.701	2.113	0.794
SLC5A3	10.565	3.93	3.152
SLC5A4	0.0	0.014	0.566
SLC5A5	2.448	0.127	0.0
SLC5A6	19.611	7.15	3.751
SLC5A7	0.0	0.579	0.093
SLC5A8	0.0	0.02	0.0
SLC5A9	0.339	0.0	0.136
SLC6A1	0.0	63.894	2.066
SLC6A11	0.0	8.868	0.017
SLC6A12	0.008	1.681	0.085
SLC6A13	0.103	0.66	0.959
SLC6A15	0.0	1.688	0.008
SLC6A16	3.918	1.082	1.353
SLC6A17	0.015	4.593	0.024
SLC6A18	0.0	0.0	0.0
SLC6A19	0.0	0.0	0.002
SLC6A2	0.0	0.0	0.004
SLC6A20	0.028	0.075	0.008
SLC6A3	0.022	0.009	0.009
SLC6A4	0.194	0.011	1.028
SLC6A5	0.0	0.004	0.006
SLC6A6	14.345	5.197	20.709
SLC6A7	0.0	0.832	0.068
SLC6A8	0.242	28.169	77.166
SLC6A9	0.054	7.885	0.626
SLC7A1	10.797	9.404	4.936
SLC7A10	0.0	3.65	0.695
SLC7A11	0.034	1.669	2.267
SLC7A13	0.0	0.0	0.0
SLC7A14	0.0	0.261	0.021
SLC7A2	0.0	0.768	4.759
SLC7A3	0.0	8.498	0.0
SLC7A4	0.125	0.237	0.587
SLC7A5	10.776	24.531	12.203
SLC7A6	130.567	3.685	16.633
SLC7A6OS	120.669	9.659	7.247
SLC7A7	1.371	1.629	1.329
SLC7A8	8.125	4.715	4.103
SLC7A9	0.57	1.963	0.122
SLC8A1	0.138	7.302	77.879
SLC8A2	0.062	9.055	0.055
SLC8A3	0.023	0.886	0.026
SLC8B1	40.678	2.163	4.815
SLC9A1	8.244	5.7	13.204
SLC9A2	0.095	0.096	0.011
SLC9A3	5.875	0.423	0.356
SLC9A3R1	53.125	54.154	6.033
SLC9A3R2	0.579	6.891	109.706
SLC9A4	0.007	0.385	0.0
SLC9A5	2.051	2.887	2.179
SLC9A6	10.695	12.651	13.708
SLC9A7	2.67	2.309	0.885
SLC9A8	26.271	3.432	5.558
SLC9A9	6.988	2.25	2.945
SLC9B1	2.185	0.712	0.21
SLC9B1P1	0.0	0.0	0.0
SLC9B2	5.711	9.322	5.306
SLC9C1	0.009	0.02	0.13
SLC9C2	0.0	0.079	0.172
SLCO1A2	0.011	0.127	0.0
SLCO1B1	0.0	0.0	0.005
SLCO1B3	0.01	0.0	0.0
SLCO1B7	0.0	0.0	0.0
SLCO1C1	0.0	8.293	0.201
SLCO2A1	0.019	1.385	20.44
SLCO2B1	0.01	4.14	2.368
SLCO3A1	5.415	1.292	18.852
SLCO4A1	0.587	0.879	8.256
SLCO4C1	0.162	0.099	0.062
SLCO5A1	0.039	4.241	1.737
SLCO6A1	0.0	0.019	0.004
SLF1	2.227	2.28	1.425
SLF2	11.023	6.098	4.842
SLFN11	5.958	2.075	7.482
SLFN12	2.67	0.17	1.317
SLFN12L	34.565	0.0	0.335
SLFN13	14.584	0.12	0.612
SLFN14	1.832	0.029	0.012
SLFN5	51.995	0.22	3.034
SLFNL1	2.059	1.013	0.169
SLIRP	10.928	11.948	34.963
SLIT1	0.183	62.315	0.069
SLIT2	0.0	1.229	2.178
SLIT3	0.0	0.733	18.299
SLITRK1	0.0	7.451	0.0
SLITRK2	0.0	9.759	0.501
SLITRK3	0.0	3.285	0.312
SLITRK4	0.014	3.256	0.414
SLITRK5	0.063	4.355	0.194
SLITRK6	0.0	0.664	1.292
SLK	11.994	7.252	13.937
SLMAP	8.544	2.26	26.842
SLN	0.0	0.209	1589.34
SLPI	6.651	0.617	1.343
SLTM	30.454	19.413	15.479
SLU7	31.024	14.355	13.701
SLURP1	0.004	0.0	0.0
SLX1A	17.934	41.457	21.529
SLX1A-SULT1A3	15.109	22.129	10.649
SLX1B	17.114	34.627	14.5
SLX4	5.144	4.009	1.649
SLX4IP	5.026	1.974	0.485
SMAD1	0.176	9.142	1.039
SMAD2	13.931	9.563	7.026
SMAD3	9.453	3.953	6.541
SMAD4	25.527	28.332	11.756
SMAD6	0.024	0.791	29.107
SMAD7	10.344	3.389	26.964
SMAD9	0.222	6.883	5.679
SMAGP	4.732	1.141	3.045
SMAP1	14.528	24.306	13.085
SMAP2	328.178	25.411	9.345
SMARCA1	1.055	15.829	21.526
SMARCA2	54.659	21.843	17.248
SMARCA4	32.455	102.632	18.751
SMARCA5	24.151	26.499	14.514
SMARCAD1	11.335	14.559	4.614
SMARCAL1	6.396	9.211	5.711
SMARCB1	19.358	195.794	25.575
SMARCC1	36.138	38.888	6.66
SMARCC2	36.115	64.829	13.006
SMARCD1	34.614	71.547	6.751
SMARCD2	38.491	5.333	22.565
SMARCD3	4.227	48.328	40.037
SMARCE1	14.283	19.129	11.75
SMC1A	19.74	21.403	9.518
SMC1B	0.873	0.0	0.016
SMC2	2.668	11.957	3.34
SMC3	40.514	43.052	16.645
SMC4	7.458	23.616	5.13
SMC5	25.287	7.678	6.627
SMC6	4.305	3.304	4.917
SMCHD1	141.739	11.135	6.487
SMCO1	0.0	0.045	44.341
SMCO2	0.0	0.339	0.064
SMCO3	0.066	0.0	1.687
SMCO4	0.459	2.571	31.53
SMCP	0.0	0.036	0.0
SMCR5	0.663	0.115	0.06
SMCR8	70.271	4.472	4.428
SMDT1	53.395	54.072	48.618
SMG1	42.955	25.646	10.168
SMG1P2	24.107	11.781	3.267
SMG5	28.383	24.966	49.062
SMG6	23.227	18.055	11.331
SMG7	27.877	31.439	13.131
SMG8	13.912	8.252	5.733
SMG9	11.928	35.091	6.994
SMIM10	0.028	1.612	13.628
SMIM11A	3.808	4.133	14.076
SMIM11P1	0.0	0.021	0.0
SMIM12	8.716	1.918	7.413
SMIM13	1.017	6.966	8.992
SMIM14	2.164	15.274	7.247
SMIM15	10.93	11.668	14.819
SMIM18	0.685	6.906	0.025
SMIM19	12.695	7.846	31.269
SMIM2	0.031	0.0	0.123
SMIM20	7.571	14.369	23.845
SMIM21	0.0	0.0	0.0
SMIM23	0.186	0.0	0.0
SMIM24	1.365	0.389	0.063
SMIM3	2.065	2.666	16.762
SMIM4	2.456	1.871	9.148
SMIM5	1.702	0.106	4.688
SMIM6	0.551	0.0	0.0
SMIM7	12.987	11.594	14.011
SMIM8	2.962	6.374	10.547
SMIM9	0.0	0.0	0.249
SMN1	25.91	9.115	7.632
SMN2	26.663	7.943	7.013
SMNDC1	23.871	13.277	12.629
SMO	0.09	16.116	4.473
SMOC1	0.01	52.881	10.053
SMOC2	0.0	1.531	10.125
SMOX	0.058	23.302	2.545
SMPD1	38.991	8.232	38.047
SMPD2	4.958	1.748	4.061
SMPD3	3.038	31.749	0.11
SMPD4	27.006	21.276	8.82
SMPDL3A	0.019	2.976	5.684
SMPDL3B	0.148	0.339	0.063
SMPX	0.0	0.054	489.101
SMR3A	0.0	0.0	0.0
SMR3B	0.0	0.0	0.0
SMS	4.592	23.291	23.654
SMTN	0.515	12.959	41.995
SMTNL1	9.793	0.082	0.011
SMTNL2	0.0	0.422	4.188
SMU1	12.824	8.447	10.918
SMUG1	1.372	4.815	6.836
SMURF1	20.445	5.641	4.548
SMURF2	20.269	16.796	3.62
SMYD1	0.005	0.0	98.838
SMYD2	10.716	11.615	12.537
SMYD3	3.661	5.761	1.84
SMYD4	8.811	4.396	4.198
SMYD5	26.188	13.223	9.919
SNAI1	0.574	0.753	8.45
SNAI2	0.0	2.961	10.688
SNAI3	1.23	0.378	2.844
SNAP23	38.111	6.328	27.872
SNAP25	0.0	47.149	1.051
SNAP29	10.571	11.48	16.722
SNAP47	5.703	9.374	14.195
SNAP91	0.0	19.369	0.082
SNAPC1	3.583	4.952	12.056
SNAPC2	4.366	17.151	11.079
SNAPC3	6.663	22.654	10.27
SNAPC4	9.576	7.195	4.004
SNAPC5	18.789	8.761	35.02
SNAPIN	5.486	25.918	43.776
SNCA	0.037	6.947	2.348
SNCAIP	0.0	13.3	0.512
SNCB	0.0	4.496	1.569
SNCG	0.217	6.835	14.468
SND1	22.556	22.445	22.981
SNED1	12.761	0.323	3.445
SNF8	8.089	11.364	12.908
SNHG15	56.619	16.578	6.819
SNHG16	31.636	18.638	35.035
SNIP1	20.334	4.028	5.316
SNN	73.209	64.85	26.242
SNPH	7.449	2.906	5.109
SNRK	85.392	7.031	9.373
SNRNP200	96.932	68.22	15.058
SNRNP25	2.628	10.05	33.747
SNRNP27	33.219	31.47	31.689
SNRNP35	8.033	6.318	9.922
SNRNP40	11.144	10.17	5.527
SNRNP48	9.159	5.343	7.319
SNRNP70	208.876	83.167	77.105
SNRPA	52.53	141.202	24.809
SNRPA1	73.49	7.738	4.311
SNRPB	74.121	67.973	43.814
SNRPB2	34.488	38.67	34.018
SNRPC	38.909	74.446	121.658
SNRPD1	21.822	32.083	18.732
SNRPD2	147.479	268.437	156.66
SNRPD3	27.611	41.755	56.309
SNRPE	32.214	49.567	22.574
SNRPEP3	10.591	14.405	1.487
SNRPF	14.13	16.253	15.985
SNRPG	11.525	10.685	37.035
SNRPGP15	9.611	3.919	1.914
SNRPN	64.79	129.734	175.207
SNTA1	3.08	30.05	233.696
SNTB1	11.167	1.189	1.196
SNTB2	2.659	2.556	7.484
SNTG1	0.0	11.171	0.0
SNTG2	0.018	0.183	0.084
SNTN	0.0	0.006	0.0
SNU13	36.54	54.391	88.472
SNUPN	10.733	12.888	12.31
SNURFL	0.0	0.0	0.0
SNW1	53.718	33.955	30.391
SNX1	19.836	10.614	17.331
SNX10	3.235	2.221	1.0
SNX11	24.858	4.674	7.253
SNX12	8.769	31.043	24.13
SNX13	6.404	2.949	3.263
SNX14	11.752	6.905	8.424
SNX15	4.601	19.146	18.637
SNX16	1.919	2.785	5.672
SNX17	36.731	18.728	33.784
SNX18	2.781	3.289	3.432
SNX19	21.959	8.029	14.262
SNX2	21.336	18.755	13.062
SNX20	16.774	0.056	0.179
SNX21	5.377	4.878	14.565
SNX22	13.024	2.927	30.36
SNX24	0.516	4.571	4.069
SNX25	3.373	5.403	8.17
SNX27	7.687	18.294	11.59
SNX29	24.246	8.495	2.537
SNX3	38.535	132.745	245.223
SNX30	4.968	5.345	1.415
SNX31	0.0	1.728	0.049
SNX32	12.712	11.536	0.728
SNX33	0.725	5.512	10.41
SNX4	13.741	25.758	9.98
SNX5	19.372	16.976	13.851
SNX6	23.299	28.687	14.47
SNX7	0.021	7.748	16.679
SNX8	1.537	4.031	21.605
SNX9	40.418	5.239	24.083
SOAT1	15.63	5.018	5.854
SOAT2	1.272	0.001	0.082
SOBP	0.022	23.57	10.485
SOCS1	25.313	2.158	1.868
SOCS2	2.336	5.416	4.664
SOCS3	140.287	1.041	56.548
SOCS4	7.452	4.932	6.124
SOCS5	7.083	4.564	8.515
SOCS6	0.651	2.847	8.605
SOD1	78.178	123.789	264.435
SOD2	19.801	5.262	134.853
SOD3	0.0	0.657	57.465
SOGA1	0.603	36.017	10.254
SOGA3	0.8	48.251	0.846
SOHLH1	0.0	0.0	0.0
SOHLH2	0.0	0.17	0.255
SON	138.55	39.732	22.653
SORBS1	0.299	16.378	87.502
SORBS2	0.0	3.15	35.753
SORBS3	20.791	37.33	25.969
SORCS1	0.0	0.319	0.39
SORCS2	0.059	8.781	1.87
SORCS3	1.463	6.214	0.071
SORD	1.665	7.981	5.081
SORL1	93.355	1.95	0.351
SORT1	0.636	14.285	52.554
SOS1	13.304	15.244	5.864
SOS2	21.345	13.237	10.466
SOST	0.0	0.025	1.653
SOSTDC1	0.076	0.24	7.117
SOWAHA	0.012	1.067	0.04
SOWAHB	0.0	0.098	0.016
SOWAHC	0.342	3.855	1.656
SOWAHD	0.338	0.212	0.13
SOX1	0.0	50.849	0.0
SOX10	0.246	10.82	4.686
SOX11	0.0	97.092	1.154
SOX12	10.124	47.858	5.812
SOX13	0.159	3.176	4.477
SOX14	0.0	1.118	0.0
SOX15	0.831	8.163	4.674
SOX17	0.0	0.382	5.798
SOX18	0.15	3.289	28.46
SOX2	0.009	300.798	1.084
SOX21	0.0	10.12	0.0
SOX3	0.0	17.118	0.022
SOX30	0.149	0.033	0.322
SOX4	8.121	388.403	4.328
SOX5	0.0	17.369	1.155
SOX6	0.218	5.867	1.082
SOX7	1.511	1.464	7.831
SOX8	1.612	98.156	1.594
SOX9	0.0	198.005	14.877
SP1	22.233	20.1	8.652
SP100	31.31	0.207	9.259
SP110	27.54	0.885	2.405
SP140	14.927	0.129	0.345
SP140L	38.446	0.224	2.03
SP2	31.086	32.498	9.731
SP3	31.56	20.395	6.487
SP4	9.677	18.876	3.102
SP5	0.0	1.877	0.001
SP6	0.273	0.029	0.343
SP7	0.122	0.116	0.003
SP8	0.0	26.577	0.0
SP9	0.0	104.797	0.0
SPA17	0.397	2.132	1.208
SPACA1	0.0	0.0	0.0
SPACA3	0.043	0.185	0.0
SPACA4	0.089	0.0	0.0
SPACA5	0.673	0.077	0.0
SPACA5B	0.364	0.068	0.0
SPACA7	0.0	0.0	0.0
SPACA9	0.849	5.309	7.52
SPAG1	3.243	0.498	1.136
SPAG11A	0.0	0.0	0.0
SPAG11B	0.0	0.023	0.0
SPAG16	0.924	2.868	3.217
SPAG17	0.269	0.162	0.009
SPAG4	1.576	0.393	2.957
SPAG5	4.641	26.932	0.456
SPAG6	0.033	0.071	0.023
SPAG7	24.294	57.095	152.19
SPAG8	1.534	1.071	3.29
SPAG9	12.181	50.228	10.24
SPAM1	0.0	0.0	0.001
SPANXA1	0.0	0.024	0.0
SPANXA2	0.0	0.0	0.0
SPANXB1	0.0	0.0	0.0
SPANXC	0.0	0.0	0.0
SPANXD	0.0	0.0	0.0
SPANXN1	0.0	0.0	0.0
SPANXN3	0.0	0.0	0.0
SPANXN4	0.0	0.0	0.0
SPANXN5	0.0	0.0	0.0
SPARC	0.111	106.084	155.858
SPARCL1	0.044	37.424	427.265
SPAST	3.803	16.791	2.526
SPATA12	0.0	0.012	0.028
SPATA13	53.752	11.708	4.981
SPATA16	0.0	0.0	0.0
SPATA17	0.033	0.236	0.21
SPATA18	0.0	0.132	0.436
SPATA19	0.0	0.094	0.0
SPATA2	6.776	5.425	5.645
SPATA20	12.443	6.443	27.68
SPATA21	12.099	0.214	0.46
SPATA22	0.064	0.485	0.642
SPATA24	1.762	2.254	13.55
SPATA25	2.425	1.106	2.499
SPATA2L	3.149	5.513	3.188
SPATA3	0.0	0.06	0.0
SPATA31A1	0.0	0.0	0.0
SPATA31A6	0.0	0.0	0.0
SPATA31D1	0.0	0.0	0.0
SPATA31E1	0.0	0.0	0.0
SPATA32	2.03	0.015	0.035
SPATA33	0.784	5.944	1.133
SPATA4	0.001	0.138	0.144
SPATA45	0.34	0.056	0.045
SPATA46	0.032	0.168	0.008
SPATA5	4.986	3.481	1.163
SPATA5L1	3.834	4.122	3.157
SPATA6	1.296	2.677	2.136
SPATA6L	2.283	0.328	0.274
SPATA7	0.689	4.305	1.508
SPATA8	0.0	0.019	0.023
SPATA9	0.746	0.261	0.131
SPATC1	0.11	0.014	0.009
SPATC1L	6.982	8.675	5.104
SPATS1	0.0	0.018	0.0
SPATS2	1.994	17.103	2.116
SPATS2L	0.576	11.877	29.891
SPC24	0.455	14.69	1.802
SPC25	0.064	12.674	0.019
SPCS1	27.055	16.876	38.599
SPCS2	5.548	15.074	25.04
SPCS3	41.891	7.015	25.716
SPDEF	0.21	0.138	0.158
SPDL1	2.697	5.529	1.424
SPDYA	19.556	21.949	10.713
SPDYC	0.031	0.0	0.022
SPDYE1	5.971	0.164	0.054
SPDYE2	25.596	0.625	0.219
SPDYE2B	20.573	0.508	0.178
SPDYE3	9.185	0.135	0.192
SPDYE4	0.047	0.046	0.037
SPECC1	0.406	13.568	1.072
SPECC1L	12.137	20.986	16.363
SPECC1L-ADORA2A	13.858	20.951	11.111
SPEF1	0.136	1.228	0.088
SPEF2	2.217	0.654	0.575
SPEG	1.936	6.54	29.135
SPEM1	0.021	0.007	0.002
SPEN	34.886	50.791	9.37
SPERT	0.041	0.0	0.0
SPESP1	0.087	0.797	4.423
SPG11	29.1	11.298	4.401
SPG20	7.674	7.381	12.207
SPG20-AS1	0.096	0.601	0.147
SPG21	18.193	19.788	20.541
SPG7	47.153	20.215	34.706
SPHAR	1.598	8.999	34.517
SPHK1	0.078	0.213	2.164
SPHK2	5.155	7.15	5.332
SPHKAP	0.0	6.797	17.599
SPI1	3.927	6.218	4.29
SPIC	0.0	0.0	0.0
SPICE1	7.123	4.025	1.442
SPIDR	7.816	8.176	3.402
SPIN1	18.762	61.174	25.345
SPIN2A	1.528	1.182	0.561
SPIN2B	4.84	6.328	5.719
SPIN3	5.935	7.684	1.486
SPIN4	1.102	7.886	1.1
SPINK1	0.0	0.08	0.283
SPINK13	0.087	0.034	0.336
SPINK14	0.0	0.0	0.0
SPINK2	1.928	0.0	20.956
SPINK4	0.507	0.0	0.122
SPINK5	0.004	0.006	0.93
SPINK6	0.0	0.0	0.031
SPINK7	0.307	0.0	0.03
SPINK8	0.158	1.241	0.0
SPINK9	0.157	0.012	0.363
SPINT1	0.439	1.125	0.349
SPINT2	22.914	12.941	4.313
SPINT3	0.0	0.0	0.0
SPINT4	0.0	0.0	0.0
SPIRE1	0.433	21.511	9.905
SPIRE2	1.136	11.498	0.683
SPN	12.987	0.143	2.429
SPNS1	37.126	37.564	15.047
SPNS2	4.464	4.292	9.887
SPNS3	2.136	0.256	0.137
SPO11	0.0	0.0	0.0
SPOCD1	0.024	0.022	0.023
SPOCK1	0.014	22.149	34.318
SPOCK2	292.225	9.873	9.105
SPOCK3	0.019	3.812	0.088
SPON2	1.504	1.734	2.354
SPOP	13.973	13.526	16.885
SPOPL	5.071	3.76	3.934
SPOUT1	13.159	8.167	6.668
SPP1	0.0	260.192	13.02
SPP2	0.034	0.0	0.006
SPPL2A	9.595	9.21	20.187
SPPL2B	31.48	28.083	13.417
SPPL2C	0.0	0.013	0.0
SPPL3	13.411	15.603	7.498
SPR	0.029	3.803	47.862
SPRED1	0.017	5.405	4.439
SPRED2	0.265	15.414	7.188
SPRED3	0.311	0.918	0.103
SPRN	3.392	11.744	0.135
SPRR1A	0.0	0.0	0.071
SPRR1B	0.0	0.0	0.129
SPRR2A	0.0	0.0	0.129
SPRR2B	0.0	0.0	0.016
SPRR2D	0.0	0.027	0.043
SPRR2E	0.0	0.0	0.046
SPRR2F	0.0	0.0	0.0
SPRR2G	0.0	0.038	0.0
SPRR3	0.0	0.0	0.428
SPRR4	0.0	0.0	0.0
SPRTN	5.963	1.479	2.601
SPRY1	2.169	5.859	11.101
SPRY2	0.212	23.147	15.949
SPRY3	1.558	1.849	0.513
SPRY4	0.004	2.852	6.725
SPRYD3	9.558	9.39	27.441
SPRYD4	8.049	4.56	17.641
SPRYD7	0.979	4.518	13.767
SPSB1	0.784	1.988	14.795
SPSB2	2.367	1.52	2.656
SPSB3	80.946	144.169	47.147
SPSB4	0.0	8.041	4.466
SPTA1	0.004	0.158	0.006
SPTAN1	59.627	117.649	40.489
SPTB	0.033	2.532	38.774
SPTBN1	71.456	49.095	82.476
SPTBN2	0.244	12.093	0.379
SPTBN4	0.144	2.135	2.709
SPTBN5	1.74	0.118	2.842
SPTLC1	12.89	11.38	11.281
SPTLC2	4.391	3.357	4.703
SPTLC3	0.309	0.101	3.61
SPTSSA	3.326	4.82	20.834
SPTSSB	0.0	0.807	0.308
SPTY2D1	12.702	2.845	4.654
SPX	0.109	0.12	5.935
SPZ1	0.0	0.0	0.0
SQLE	1.835	26.795	4.323
SQRDL	12.932	1.084	14.948
SQSTM1	34.437	15.986	82.521
SRA1	14.388	9.978	19.258
SRBD1	5.259	2.919	3.089
SRC	0.519	25.671	5.215
SRCAP	44.034	28.226	24.242
SRD5A1	1.725	15.166	1.127
SRD5A3	1.288	1.734	4.594
SREBF1	30.77	18.614	16.545
SREBF2	30.301	84.371	52.577
SREK1	27.366	6.939	5.349
SREK1IP1	8.601	10.018	2.969
SRF	13.068	15.682	61.111
SRFBP1	3.28	2.44	3.564
SRGAP1	0.329	15.345	1.44
SRGAP3	0.783	8.097	0.617
SRGN	294.498	29.71	71.447
SRI	10.672	46.477	17.667
SRL	0.011	0.082	212.73
SRM	30.186	105.276	33.907
SRMS	0.139	0.051	0.0
SRP14	109.8	213.248	259.041
SRP19	13.508	5.73	9.604
SRP54	16.046	9.721	19.619
SRP68	33.893	32.689	29.598
SRP72	38.678	31.589	10.849
SRP9	108.403	152.572	170.147
SRPK1	11.359	13.476	5.134
SRPK2	19.992	16.6	5.282
SRPK3	0.72	3.913	15.967
SRPRA	86.034	12.753	37.512
SRPRB	6.39	3.128	12.791
SRPX	0.0	1.269	102.846
SRPX2	0.0	0.095	3.588
SRR	16.505	19.023	5.449
SRRD	18.958	6.638	10.471
SRRM1	60.968	43.867	14.048
SRRM2	547.481	359.578	119.848
SRRM2-AS1	0.527	0.096	0.065
SRRM3	0.056	7.057	17.68
SRRM4	0.0	38.681	0.626
SRRM5	3.086	3.002	2.735
SRRT	53.537	54.376	24.674
SRSF1	50.353	75.159	35.976
SRSF10	33.18	8.269	4.065
SRSF11	136.801	58.424	19.921
SRSF12	0.231	5.853	0.085
SRSF2	217.399	105.012	53.306
SRSF3	171.987	143.615	92.422
SRSF4	73.09	79.348	38.555
SRSF5	210.997	56.895	77.309
SRSF6	146.673	49.309	45.073
SRSF7	125.536	59.284	23.416
SRSF9	44.477	32.998	12.804
SRY	0.022	0.485	0.0
SS18	24.667	25.765	22.264
SS18L1	6.021	26.108	5.476
SS18L2	19.669	16.283	12.306
SSB	23.917	16.761	23.916
SSBP1	39.862	9.711	21.573
SSBP2	9.375	17.634	5.238
SSBP3	18.768	16.709	12.438
SSBP3-AS1	2.97	0.606	0.189
SSBP4	16.111	59.084	23.372
SSC4D	0.26	0.361	0.872
SSC5D	0.218	0.361	3.094
SSFA2	14.161	6.228	12.786
SSH1	10.23	7.453	12.496
SSH2	59.314	12.613	7.598
SSH3	5.241	3.431	11.039
SSMEM1	0.037	0.0	0.039
SSNA1	14.238	32.267	56.307
SSPN	0.009	1.371	4.289
SSR1	13.028	11.331	11.488
SSR2	51.979	88.729	14.022
SSR3	16.128	14.374	69.537
SSR4	26.833	25.734	33.943
SSRP1	26.022	59.485	11.116
SSSCA1	15.033	129.02	35.186
SST	0.0	110.743	4.532
SSTR1	0.0	0.864	0.521
SSTR2	0.029	1.621	0.49
SSTR4	0.0	0.108	0.0
SSTR5	0.0	0.0	16.114
SSU72	31.377	15.784	32.033
SSUH2	0.0	0.365	0.61
SSX1	0.0	0.0	0.0
SSX2	0.0	0.0	0.0
SSX2IP	1.631	0.961	5.415
SSX3	0.0	0.0	0.0
SSX5	0.0	0.0	0.0
SSX6	0.0	0.0	0.01
SSX7	0.0	0.0	0.0
SSX9	0.0	0.0	0.0
ST13	40.533	56.871	46.151
ST14	0.225	0.495	0.532
ST18	0.007	9.351	0.002
ST20	6.415	3.754	4.054
ST20-AS1	2.384	0.626	2.226
ST3GAL1	51.482	2.742	42.744
ST3GAL2	6.167	7.198	11.82
ST3GAL3	5.493	13.099	8.457
ST3GAL4	0.546	10.971	21.746
ST3GAL5	12.479	4.938	1.876
ST3GAL6	0.383	0.802	9.525
ST5	0.199	3.032	12.449
ST6GAL1	19.871	14.124	11.925
ST6GAL2	0.006	10.317	0.268
ST6GALNAC1	0.832	0.285	1.686
ST6GALNAC2	0.235	0.054	4.731
ST6GALNAC3	1.318	1.788	1.779
ST6GALNAC4	5.612	8.741	14.04
ST6GALNAC5	0.118	3.439	1.0
ST6GALNAC6	22.427	20.693	43.897
ST7	0.85	15.191	8.902
ST7-OT4	0.163	0.826	1.399
